Model,Company,scale,metric,value,per_query_value,per_query_unit
DeepSeek R1 (Azure),DeepSeek,100B,flights_tCO2e,4199.096672659772,2.519458003595863,gCO2e
Gemini 2.5 Flash (Vertex),Google,1B,energy_MWh,1774.8651675048116,1.7748651675048115,Wh
Gemini 2.5 Flash (Vertex),Google,50B,energy_MWh,88743.25837524058,1.7748651675048115,Wh
Gemini 2.5 Flash (Vertex),Google,100B,energy_MWh,177486.51675048115,1.7748651675048115,Wh
Gemini 2.5 Flash (Vertex),Google,1B,water_kL,2440.846684485975,2.440846684485975,mL
Gemini 2.5 Flash (Vertex),Google,50B,water_kL,122042.33422429876,2.440846684485975,mL
Gemini 2.5 Flash (Vertex),Google,100B,water_kL,244084.6684485975,2.440846684485975,mL
Gemini 2.5 Flash (Vertex),Google,1B,carbon_tCO2e,409.9938536936115,0.4099938536936115,gCO2e
Gemini 2.5 Flash (Vertex),Google,50B,carbon_tCO2e,20499.692684680576,0.4099938536936115,gCO2e
Gemini 2.5 Flash (Vertex),Google,100B,carbon_tCO2e,40999.38536936115,0.4099938536936115,gCO2e
Gemini 2.5 Flash (Vertex),Google,1B,households_MWh,1620.8814315112434,1.7748651675048115,Wh
Gemini 2.5 Flash (Vertex),Google,50B,households_MWh,81044.07157556218,1.7748651675048115,Wh
Gemini 2.5 Flash (Vertex),Google,100B,households_MWh,162088.14315112433,1.7748651675048115,Wh
Gemini 2.5 Flash (Vertex),Google,1B,pools_kL,0.97633867379439,2.440846684485975,mL
Gemini 2.5 Flash (Vertex),Google,50B,pools_kL,48.81693368971951,2.440846684485975,mL
Gemini 2.5 Flash (Vertex),Google,100B,pools_kL,97.633867379439,2.440846684485975,mL
Gemini 2.5 Flash (Vertex),Google,1B,flights_tCO2e,6.833230894893526,0.4099938536936115,gCO2e
Gemini 2.5 Flash (Vertex),Google,50B,flights_tCO2e,341.6615447446763,0.4099938536936115,gCO2e
Gemini 2.5 Flash (Vertex),Google,100B,flights_tCO2e,683.3230894893526,0.4099938536936115,gCO2e
GPT-5 nano (high),OpenAI,1B,energy_MWh,8942.65042075995,8.94265042075995,Wh
GPT-5 nano (high),OpenAI,50B,energy_MWh,447132.5210379975,8.94265042075995,Wh
GPT-5 nano (high),OpenAI,100B,energy_MWh,894265.042075995,8.94265042075995,Wh
GPT-5 nano (high),OpenAI,1B,water_kL,41295.88212158075,41.295882121580746,mL
GPT-5 nano (high),OpenAI,50B,water_kL,2064794.1060790373,41.295882121580746,mL
GPT-5 nano (high),OpenAI,100B,water_kL,4129588.2121580746,41.295882121580746,mL
GPT-5 nano (high),OpenAI,1B,carbon_tCO2e,3040.501143058382,3.040501143058382,gCO2e
GPT-5 nano (high),OpenAI,50B,carbon_tCO2e,152025.0571529191,3.040501143058382,gCO2e
GPT-5 nano (high),OpenAI,100B,carbon_tCO2e,304050.1143058382,3.040501143058382,gCO2e
GPT-5 nano (high),OpenAI,1B,households_MWh,8166.804037223699,8.94265042075995,Wh
GPT-5 nano (high),OpenAI,50B,households_MWh,408340.20186118496,8.94265042075995,Wh
GPT-5 nano (high),OpenAI,100B,households_MWh,816680.4037223699,8.94265042075995,Wh
GPT-5 nano (high),OpenAI,1B,pools_kL,16.5183528486323,41.295882121580746,mL
GPT-5 nano (high),OpenAI,50B,pools_kL,825.9176424316149,41.295882121580746,mL
GPT-5 nano (high),OpenAI,100B,pools_kL,1651.8352848632298,41.295882121580746,mL
GPT-5 nano (high),OpenAI,1B,flights_tCO2e,50.67501905097303,3.040501143058382,gCO2e
GPT-5 nano (high),OpenAI,50B,flights_tCO2e,2533.750952548652,3.040501143058382,gCO2e
GPT-5 nano (high),OpenAI,100B,flights_tCO2e,5067.501905097303,3.040501143058382,gCO2e
Claude 3.7 Sonnet,Anthropic,1B,energy_MWh,5671.361748624589,5.671361748624589,Wh
Claude 3.7 Sonnet,Anthropic,50B,energy_MWh,283568.0874312295,5.671361748624589,Wh
Claude 3.7 Sonnet,Anthropic,100B,energy_MWh,567136.1748624588,5.671361748624589,Wh
Claude 3.7 Sonnet,Anthropic,1B,water_kL,29932.85032379336,29.93285032379336,mL
Claude 3.7 Sonnet,Anthropic,50B,water_kL,1496642.516189668,29.93285032379336,mL
Claude 3.7 Sonnet,Anthropic,100B,water_kL,2993285.032379336,29.93285032379336,mL
Claude 3.7 Sonnet,Anthropic,1B,carbon_tCO2e,1701.4085245873769,1.701408524587377,gCO2e
Claude 3.7 Sonnet,Anthropic,50B,carbon_tCO2e,85070.42622936885,1.701408524587377,gCO2e
Claude 3.7 Sonnet,Anthropic,100B,carbon_tCO2e,170140.8524587377,1.701408524587377,gCO2e
Claude 3.7 Sonnet,Anthropic,1B,households_MWh,5179.325797830676,5.671361748624589,Wh
Claude 3.7 Sonnet,Anthropic,50B,households_MWh,258966.2898915338,5.671361748624589,Wh
Claude 3.7 Sonnet,Anthropic,100B,households_MWh,517932.5797830676,5.671361748624589,Wh
Claude 3.7 Sonnet,Anthropic,1B,pools_kL,11.973140129517343,29.93285032379336,mL
Claude 3.7 Sonnet,Anthropic,50B,pools_kL,598.6570064758671,29.93285032379336,mL
Claude 3.7 Sonnet,Anthropic,100B,pools_kL,1197.3140129517342,29.93285032379336,mL
Claude 3.7 Sonnet,Anthropic,1B,flights_tCO2e,28.356808743122947,1.701408524587377,gCO2e
Claude 3.7 Sonnet,Anthropic,50B,flights_tCO2e,1417.8404371561476,1.701408524587377,gCO2e
Claude 3.7 Sonnet,Anthropic,100B,flights_tCO2e,2835.680874312295,1.701408524587377,gCO2e
GPT-5 nano (medium),OpenAI,1B,energy_MWh,4138.052965567184,4.138052965567184,Wh
GPT-5 nano (medium),OpenAI,50B,energy_MWh,206902.6482783592,4.138052965567184,Wh
GPT-5 nano (medium),OpenAI,100B,energy_MWh,413805.29655671836,4.138052965567184,Wh
GPT-5 nano (medium),OpenAI,1B,water_kL,19108.9374445656,19.1089374445656,mL
GPT-5 nano (medium),OpenAI,50B,water_kL,955446.8722282798,19.1089374445656,mL
GPT-5 nano (medium),OpenAI,100B,water_kL,1910893.74445656,19.1089374445656,mL
GPT-5 nano (medium),OpenAI,1B,carbon_tCO2e,1406.9380082928424,1.4069380082928424,gCO2e
GPT-5 nano (medium),OpenAI,50B,carbon_tCO2e,70346.90041464212,1.4069380082928424,gCO2e
GPT-5 nano (medium),OpenAI,100B,carbon_tCO2e,140693.80082928424,1.4069380082928424,gCO2e
GPT-5 nano (medium),OpenAI,1B,households_MWh,3779.043804170944,4.138052965567184,Wh
GPT-5 nano (medium),OpenAI,50B,households_MWh,188952.1902085472,4.138052965567184,Wh
GPT-5 nano (medium),OpenAI,100B,households_MWh,377904.3804170944,4.138052965567184,Wh
GPT-5 nano (medium),OpenAI,1B,pools_kL,7.64357497782624,19.1089374445656,mL
GPT-5 nano (medium),OpenAI,50B,pools_kL,382.178748891312,19.1089374445656,mL
GPT-5 nano (medium),OpenAI,100B,pools_kL,764.3574977826239,19.1089374445656,mL
GPT-5 nano (medium),OpenAI,1B,flights_tCO2e,23.448966804880705,1.4069380082928424,gCO2e
GPT-5 nano (medium),OpenAI,50B,flights_tCO2e,1172.4483402440353,1.4069380082928424,gCO2e
GPT-5 nano (medium),OpenAI,100B,flights_tCO2e,2344.8966804880706,1.4069380082928424,gCO2e
DeepSeek V3 (DeepSeek),DeepSeek,1B,energy_MWh,13162.141320048508,13.162141320048509,Wh
DeepSeek V3 (DeepSeek),DeepSeek,50B,energy_MWh,658107.0660024253,13.162141320048509,Wh
DeepSeek V3 (DeepSeek),DeepSeek,100B,energy_MWh,1316214.1320048508,13.162141320048509,Wh
DeepSeek V3 (DeepSeek),DeepSeek,1B,water_kL,91620.11114523718,91.6201111452372,mL
DeepSeek V3 (DeepSeek),DeepSeek,50B,water_kL,4581005.557261859,91.6201111452372,mL
DeepSeek V3 (DeepSeek),DeepSeek,100B,water_kL,9162011.114523718,91.6201111452372,mL
DeepSeek V3 (DeepSeek),DeepSeek,1B,carbon_tCO2e,7897.284792029106,7.897284792029106,gCO2e
DeepSeek V3 (DeepSeek),DeepSeek,50B,carbon_tCO2e,394864.23960145534,7.897284792029106,gCO2e
DeepSeek V3 (DeepSeek),DeepSeek,100B,carbon_tCO2e,789728.4792029107,7.897284792029106,gCO2e
DeepSeek V3 (DeepSeek),DeepSeek,1B,households_MWh,12020.220383605943,13.162141320048509,Wh
DeepSeek V3 (DeepSeek),DeepSeek,50B,households_MWh,601011.019180297,13.162141320048509,Wh
DeepSeek V3 (DeepSeek),DeepSeek,100B,households_MWh,1202022.0383605943,13.162141320048509,Wh
DeepSeek V3 (DeepSeek),DeepSeek,1B,pools_kL,36.64804445809487,91.6201111452372,mL
DeepSeek V3 (DeepSeek),DeepSeek,50B,pools_kL,1832.402222904744,91.6201111452372,mL
DeepSeek V3 (DeepSeek),DeepSeek,100B,pools_kL,3664.8044458094873,91.6201111452372,mL
DeepSeek V3 (DeepSeek),DeepSeek,1B,flights_tCO2e,131.6214132004851,7.897284792029106,gCO2e
DeepSeek V3 (DeepSeek),DeepSeek,50B,flights_tCO2e,6581.070660024256,7.897284792029106,gCO2e
DeepSeek V3 (DeepSeek),DeepSeek,100B,flights_tCO2e,13162.141320048511,7.897284792029106,gCO2e
Grok 3 Fast,xAI,1B,energy_MWh,13471.830646688077,13.471830646688076,Wh
Grok 3 Fast,xAI,50B,energy_MWh,673591.5323344038,13.471830646688076,Wh
Grok 3 Fast,xAI,100B,energy_MWh,1347183.0646688077,13.471830646688076,Wh
Grok 3 Fast,xAI,1B,water_kL,45561.73124709906,45.56173124709906,mL
Grok 3 Fast,xAI,50B,water_kL,2278086.562354953,45.56173124709906,mL
Grok 3 Fast,xAI,100B,water_kL,4556173.124709906,45.56173124709906,mL
Grok 3 Fast,xAI,1B,carbon_tCO2e,5186.654798974909,5.186654798974909,gCO2e
Grok 3 Fast,xAI,50B,carbon_tCO2e,259332.7399487455,5.186654798974909,gCO2e
Grok 3 Fast,xAI,100B,carbon_tCO2e,518665.479897491,5.186654798974909,gCO2e
Grok 3 Fast,xAI,1B,households_MWh,12303.04168647313,13.471830646688076,Wh
Grok 3 Fast,xAI,50B,households_MWh,615152.0843236565,13.471830646688076,Wh
Grok 3 Fast,xAI,100B,households_MWh,1230304.168647313,13.471830646688076,Wh
Grok 3 Fast,xAI,1B,pools_kL,18.224692498839623,45.56173124709906,mL
Grok 3 Fast,xAI,50B,pools_kL,911.2346249419812,45.56173124709906,mL
Grok 3 Fast,xAI,100B,pools_kL,1822.4692498839624,45.56173124709906,mL
Grok 3 Fast,xAI,1B,flights_tCO2e,86.44424664958181,5.186654798974909,gCO2e
Grok 3 Fast,xAI,50B,flights_tCO2e,4322.212332479092,5.186654798974909,gCO2e
Grok 3 Fast,xAI,100B,flights_tCO2e,8644.424664958184,5.186654798974909,gCO2e
GPT-5 (minimal),OpenAI,1B,energy_MWh,6383.128686707559,6.383128686707559,Wh
GPT-5 (minimal),OpenAI,50B,energy_MWh,319156.43433537794,6.383128686707559,Wh
GPT-5 (minimal),OpenAI,100B,energy_MWh,638312.868670756,6.383128686707559,Wh
GPT-5 (minimal),OpenAI,1B,water_kL,29476.37639968883,29.47637639968883,mL
GPT-5 (minimal),OpenAI,50B,water_kL,1473818.8199844416,29.47637639968883,mL
GPT-5 (minimal),OpenAI,100B,water_kL,2947637.6399688832,29.47637639968883,mL
GPT-5 (minimal),OpenAI,1B,carbon_tCO2e,2170.2637534805704,2.17026375348057,gCO2e
GPT-5 (minimal),OpenAI,50B,carbon_tCO2e,108513.18767402852,2.17026375348057,gCO2e
GPT-5 (minimal),OpenAI,100B,carbon_tCO2e,217026.37534805704,2.17026375348057,gCO2e
GPT-5 (minimal),OpenAI,1B,households_MWh,5829.341266399597,6.383128686707559,Wh
GPT-5 (minimal),OpenAI,50B,households_MWh,291467.0633199799,6.383128686707559,Wh
GPT-5 (minimal),OpenAI,100B,households_MWh,582934.1266399596,6.383128686707559,Wh
GPT-5 (minimal),OpenAI,1B,pools_kL,11.790550559875532,29.47637639968883,mL
GPT-5 (minimal),OpenAI,50B,pools_kL,589.5275279937766,29.47637639968883,mL
GPT-5 (minimal),OpenAI,100B,pools_kL,1179.0550559875533,29.47637639968883,mL
GPT-5 (minimal),OpenAI,1B,flights_tCO2e,36.1710625580095,2.17026375348057,gCO2e
GPT-5 (minimal),OpenAI,50B,flights_tCO2e,1808.5531279004751,2.17026375348057,gCO2e
GPT-5 (minimal),OpenAI,100B,flights_tCO2e,3617.1062558009503,2.17026375348057,gCO2e
GPT-4.1,OpenAI,1B,energy_MWh,4833.167831397015,4.833167831397015,Wh
GPT-4.1,OpenAI,50B,energy_MWh,241658.3915698508,4.833167831397015,Wh
GPT-4.1,OpenAI,100B,energy_MWh,483316.78313970147,4.833167831397015,Wh
GPT-4.1,OpenAI,1B,water_kL,22318.87859284407,22.31887859284407,mL
GPT-4.1,OpenAI,50B,water_kL,1115943.9296422033,22.31887859284407,mL
GPT-4.1,OpenAI,100B,water_kL,2231887.8592844065,22.31887859284407,mL
GPT-4.1,OpenAI,1B,carbon_tCO2e,1643.277062674985,1.643277062674985,gCO2e
GPT-4.1,OpenAI,50B,carbon_tCO2e,82163.85313374926,1.643277062674985,gCO2e
GPT-4.1,OpenAI,100B,carbon_tCO2e,164327.70626749852,1.643277062674985,gCO2e
GPT-4.1,OpenAI,1B,households_MWh,4413.851900819192,4.833167831397015,Wh
GPT-4.1,OpenAI,50B,households_MWh,220692.5950409596,4.833167831397015,Wh
GPT-4.1,OpenAI,100B,households_MWh,441385.19008191925,4.833167831397015,Wh
GPT-4.1,OpenAI,1B,pools_kL,8.927551437137629,22.31887859284407,mL
GPT-4.1,OpenAI,50B,pools_kL,446.3775718568813,22.31887859284407,mL
GPT-4.1,OpenAI,100B,pools_kL,892.7551437137627,22.31887859284407,mL
GPT-4.1,OpenAI,1B,flights_tCO2e,27.387951044583083,1.643277062674985,gCO2e
GPT-4.1,OpenAI,50B,flights_tCO2e,1369.3975522291544,1.643277062674985,gCO2e
GPT-4.1,OpenAI,100B,flights_tCO2e,2738.7951044583087,1.643277062674985,gCO2e
GPT-4.1 mini,OpenAI,1B,energy_MWh,2121.9197005698456,2.121919700569846,Wh
GPT-4.1 mini,OpenAI,50B,energy_MWh,106095.98502849229,2.121919700569846,Wh
GPT-4.1 mini,OpenAI,100B,energy_MWh,212191.9700569846,2.121919700569846,Wh
GPT-4.1 mini,OpenAI,1B,water_kL,9798.722045845754,9.798722045845754,mL
GPT-4.1 mini,OpenAI,50B,water_kL,489936.1022922877,9.798722045845754,mL
GPT-4.1 mini,OpenAI,100B,water_kL,979872.2045845754,9.798722045845754,mL
GPT-4.1 mini,OpenAI,1B,carbon_tCO2e,721.4526981937478,0.7214526981937478,gCO2e
GPT-4.1 mini,OpenAI,50B,carbon_tCO2e,36072.63490968739,0.7214526981937478,gCO2e
GPT-4.1 mini,OpenAI,100B,carbon_tCO2e,72145.26981937478,0.7214526981937478,gCO2e
GPT-4.1 mini,OpenAI,1B,households_MWh,1937.8262105660688,2.121919700569846,Wh
GPT-4.1 mini,OpenAI,50B,households_MWh,96891.31052830348,2.121919700569846,Wh
GPT-4.1 mini,OpenAI,100B,households_MWh,193782.62105660688,2.121919700569846,Wh
GPT-4.1 mini,OpenAI,1B,pools_kL,3.919488818338301,9.798722045845754,mL
GPT-4.1 mini,OpenAI,50B,pools_kL,195.97444091691509,9.798722045845754,mL
GPT-4.1 mini,OpenAI,100B,pools_kL,391.94888183383017,9.798722045845754,mL
GPT-4.1 mini,OpenAI,1B,flights_tCO2e,12.024211636562464,0.7214526981937478,gCO2e
GPT-4.1 mini,OpenAI,50B,flights_tCO2e,601.2105818281232,0.7214526981937478,gCO2e
GPT-4.1 mini,OpenAI,100B,flights_tCO2e,1202.4211636562463,0.7214526981937478,gCO2e
GPT-5 mini (minimal),OpenAI,1B,energy_MWh,3169.122449002399,3.169122449002399,Wh
GPT-5 mini (minimal),OpenAI,50B,energy_MWh,158456.12245011996,3.169122449002399,Wh
GPT-5 mini (minimal),OpenAI,100B,energy_MWh,316912.2449002399,3.169122449002399,Wh
GPT-5 mini (minimal),OpenAI,1B,water_kL,14634.554737714649,14.634554737714646,mL
GPT-5 mini (minimal),OpenAI,50B,water_kL,731727.7368857323,14.634554737714646,mL
GPT-5 mini (minimal),OpenAI,100B,water_kL,1463455.4737714643,14.634554737714646,mL
GPT-5 mini (minimal),OpenAI,1B,carbon_tCO2e,1077.501632660816,1.0775016326608158,gCO2e
GPT-5 mini (minimal),OpenAI,50B,carbon_tCO2e,53875.08163304078,1.0775016326608158,gCO2e
GPT-5 mini (minimal),OpenAI,100B,carbon_tCO2e,107750.16326608157,1.0775016326608158,gCO2e
GPT-5 mini (minimal),OpenAI,1B,households_MWh,2894.1757525136068,3.169122449002399,Wh
GPT-5 mini (minimal),OpenAI,50B,households_MWh,144708.78762568033,3.169122449002399,Wh
GPT-5 mini (minimal),OpenAI,100B,households_MWh,289417.57525136066,3.169122449002399,Wh
GPT-5 mini (minimal),OpenAI,1B,pools_kL,5.853821895085859,14.634554737714646,mL
GPT-5 mini (minimal),OpenAI,50B,pools_kL,292.6910947542929,14.634554737714646,mL
GPT-5 mini (minimal),OpenAI,100B,pools_kL,585.3821895085858,14.634554737714646,mL
GPT-5 mini (minimal),OpenAI,1B,flights_tCO2e,17.95836054434693,1.0775016326608158,gCO2e
GPT-5 mini (minimal),OpenAI,50B,flights_tCO2e,897.9180272173464,1.0775016326608158,gCO2e
GPT-5 mini (minimal),OpenAI,100B,flights_tCO2e,1795.8360544346929,1.0775016326608158,gCO2e
DeepSeek V3 (Azure),DeepSeek,1B,energy_MWh,3696.037367979706,3.696037367979706,Wh
DeepSeek V3 (Azure),DeepSeek,50B,energy_MWh,184801.86839898527,3.696037367979706,Wh
DeepSeek V3 (Azure),DeepSeek,100B,energy_MWh,369603.7367979706,3.696037367979706,Wh
DeepSeek V3 (Azure),DeepSeek,1B,water_kL,17067.772559991998,17.067772559991997,mL
DeepSeek V3 (Azure),DeepSeek,50B,water_kL,853388.6279995999,17.067772559991997,mL
DeepSeek V3 (Azure),DeepSeek,100B,water_kL,1706777.2559991998,17.067772559991997,mL
DeepSeek V3 (Azure),DeepSeek,1B,carbon_tCO2e,1256.6527051131,1.2566527051131,gCO2e
DeepSeek V3 (Azure),DeepSeek,50B,carbon_tCO2e,62832.635255655,1.2566527051131,gCO2e
DeepSeek V3 (Azure),DeepSeek,100B,carbon_tCO2e,125665.27051131,1.2566527051131,gCO2e
DeepSeek V3 (Azure),DeepSeek,1B,households_MWh,3375.3765917622886,3.696037367979706,Wh
DeepSeek V3 (Azure),DeepSeek,50B,households_MWh,168768.8295881144,3.696037367979706,Wh
DeepSeek V3 (Azure),DeepSeek,100B,households_MWh,337537.65917622886,3.696037367979706,Wh
DeepSeek V3 (Azure),DeepSeek,1B,pools_kL,6.827109023996799,17.067772559991997,mL
DeepSeek V3 (Azure),DeepSeek,50B,pools_kL,341.35545119984,17.067772559991997,mL
DeepSeek V3 (Azure),DeepSeek,100B,pools_kL,682.71090239968,17.067772559991997,mL
DeepSeek V3 (Azure),DeepSeek,1B,flights_tCO2e,20.944211751885,1.2566527051131,gCO2e
DeepSeek V3 (Azure),DeepSeek,50B,flights_tCO2e,1047.21058759425,1.2566527051131,gCO2e
DeepSeek V3 (Azure),DeepSeek,100B,flights_tCO2e,2094.4211751885,1.2566527051131,gCO2e
Llama 4 Maverick,Meta,1B,energy_MWh,271.43397418815283,0.2714339741881528,Wh
Llama 4 Maverick,Meta,50B,energy_MWh,13571.69870940764,0.2714339741881528,Wh
Llama 4 Maverick,Meta,100B,energy_MWh,27143.397418815282,0.2714339741881528,Wh
Llama 4 Maverick,Meta,1B,water_kL,1432.599943767788,1.432599943767788,mL
Llama 4 Maverick,Meta,50B,water_kL,71629.9971883894,1.432599943767788,mL
Llama 4 Maverick,Meta,100B,water_kL,143259.9943767788,1.432599943767788,mL
Llama 4 Maverick,Meta,1B,carbon_tCO2e,81.43019225644585,0.0814301922564458,gCO2e
Llama 4 Maverick,Meta,50B,carbon_tCO2e,4071.509612822292,0.0814301922564458,gCO2e
Llama 4 Maverick,Meta,100B,carbon_tCO2e,8143.019225644584,0.0814301922564458,gCO2e
Llama 4 Maverick,Meta,1B,households_MWh,247.88490793438612,0.2714339741881528,Wh
Llama 4 Maverick,Meta,50B,households_MWh,12394.245396719309,0.2714339741881528,Wh
Llama 4 Maverick,Meta,100B,households_MWh,24788.490793438614,0.2714339741881528,Wh
Llama 4 Maverick,Meta,1B,pools_kL,0.5730399775071151,1.432599943767788,mL
Llama 4 Maverick,Meta,50B,pools_kL,28.65199887535576,1.432599943767788,mL
Llama 4 Maverick,Meta,100B,pools_kL,57.30399775071152,1.432599943767788,mL
Llama 4 Maverick,Meta,1B,flights_tCO2e,1.3571698709407642,0.0814301922564458,gCO2e
Llama 4 Maverick,Meta,50B,flights_tCO2e,67.85849354703821,0.0814301922564458,gCO2e
Llama 4 Maverick,Meta,100B,flights_tCO2e,135.71698709407642,0.0814301922564458,gCO2e
Mistral Medium 3,Mistral AI,1B,energy_MWh,7052.813545981275,7.052813545981275,Wh
Mistral Medium 3,Mistral AI,50B,energy_MWh,352640.6772990637,7.052813545981275,Wh
Mistral Medium 3,Mistral AI,100B,energy_MWh,705281.3545981274,7.052813545981275,Wh
Mistral Medium 3,Mistral AI,1B,water_kL,32568.88541054925,32.56888541054925,mL
Mistral Medium 3,Mistral AI,50B,water_kL,1628444.2705274625,32.56888541054925,mL
Mistral Medium 3,Mistral AI,100B,water_kL,3256888.541054925,32.56888541054925,mL
Mistral Medium 3,Mistral AI,1B,carbon_tCO2e,2397.956605633633,2.3979566056336337,gCO2e
Mistral Medium 3,Mistral AI,50B,carbon_tCO2e,119897.83028168169,2.3979566056336337,gCO2e
Mistral Medium 3,Mistral AI,100B,carbon_tCO2e,239795.66056336332,2.3979566056336337,gCO2e
Mistral Medium 3,Mistral AI,1B,households_MWh,6440.925612768288,7.052813545981275,Wh
Mistral Medium 3,Mistral AI,50B,households_MWh,322046.2806384144,7.052813545981275,Wh
Mistral Medium 3,Mistral AI,100B,households_MWh,644092.5612768289,7.052813545981275,Wh
Mistral Medium 3,Mistral AI,1B,pools_kL,13.0275541642197,32.56888541054925,mL
Mistral Medium 3,Mistral AI,50B,pools_kL,651.377708210985,32.56888541054925,mL
Mistral Medium 3,Mistral AI,100B,pools_kL,1302.75541642197,32.56888541054925,mL
Mistral Medium 3,Mistral AI,1B,flights_tCO2e,39.96594342722722,2.3979566056336337,gCO2e
Mistral Medium 3,Mistral AI,50B,flights_tCO2e,1998.2971713613613,2.3979566056336337,gCO2e
Mistral Medium 3,Mistral AI,100B,flights_tCO2e,3996.5943427227226,2.3979566056336337,gCO2e
GPT-5 nano (minimal),OpenAI,1B,energy_MWh,678.7697519699874,0.6787697519699873,Wh
GPT-5 nano (minimal),OpenAI,50B,energy_MWh,33938.48759849936,0.6787697519699873,Wh
GPT-5 nano (minimal),OpenAI,100B,energy_MWh,67876.97519699873,0.6787697519699873,Wh
GPT-5 nano (minimal),OpenAI,1B,water_kL,3134.461747489977,3.134461747489977,mL
GPT-5 nano (minimal),OpenAI,50B,water_kL,156723.08737449883,3.134461747489977,mL
GPT-5 nano (minimal),OpenAI,100B,water_kL,313446.17474899767,3.134461747489977,mL
GPT-5 nano (minimal),OpenAI,1B,carbon_tCO2e,230.7817156697957,0.2307817156697957,gCO2e
GPT-5 nano (minimal),OpenAI,50B,carbon_tCO2e,11539.085783489783,0.2307817156697957,gCO2e
GPT-5 nano (minimal),OpenAI,100B,carbon_tCO2e,23078.17156697957,0.2307817156697957,gCO2e
GPT-5 nano (minimal),OpenAI,1B,households_MWh,619.8810520273857,0.6787697519699873,Wh
GPT-5 nano (minimal),OpenAI,50B,households_MWh,30994.052601369283,0.6787697519699873,Wh
GPT-5 nano (minimal),OpenAI,100B,households_MWh,61988.105202738574,0.6787697519699873,Wh
GPT-5 nano (minimal),OpenAI,1B,pools_kL,1.2537846989959909,3.134461747489977,mL
GPT-5 nano (minimal),OpenAI,50B,pools_kL,62.689234949799534,3.134461747489977,mL
GPT-5 nano (minimal),OpenAI,100B,pools_kL,125.37846989959908,3.134461747489977,mL
GPT-5 nano (minimal),OpenAI,1B,flights_tCO2e,3.846361927829929,0.2307817156697957,gCO2e
GPT-5 nano (minimal),OpenAI,50B,flights_tCO2e,192.31809639149645,0.2307817156697957,gCO2e
GPT-5 nano (minimal),OpenAI,100B,flights_tCO2e,384.6361927829929,0.2307817156697957,gCO2e
Llama 4 Scout,Meta,1B,energy_MWh,378.0548506487936,0.3780548506487936,Wh
Llama 4 Scout,Meta,50B,energy_MWh,18902.742532439683,0.3780548506487936,Wh
Llama 4 Scout,Meta,100B,energy_MWh,37805.48506487936,0.3780548506487936,Wh
Llama 4 Scout,Meta,1B,water_kL,1995.3337064768964,1.9953337064768963,mL
Llama 4 Scout,Meta,50B,water_kL,99766.6853238448,1.9953337064768963,mL
Llama 4 Scout,Meta,100B,water_kL,199533.3706476896,1.9953337064768963,mL
Llama 4 Scout,Meta,1B,carbon_tCO2e,113.41645519463808,0.113416455194638,gCO2e
Llama 4 Scout,Meta,50B,carbon_tCO2e,5670.822759731904,0.113416455194638,gCO2e
Llama 4 Scout,Meta,100B,carbon_tCO2e,11341.645519463807,0.113416455194638,gCO2e
Llama 4 Scout,Meta,1B,households_MWh,345.2555713687613,0.3780548506487936,Wh
Llama 4 Scout,Meta,50B,households_MWh,17262.778568438065,0.3780548506487936,Wh
Llama 4 Scout,Meta,100B,households_MWh,34525.55713687613,0.3780548506487936,Wh
Llama 4 Scout,Meta,1B,pools_kL,0.7981334825907586,1.9953337064768963,mL
Llama 4 Scout,Meta,50B,pools_kL,39.906674129537926,1.9953337064768963,mL
Llama 4 Scout,Meta,100B,pools_kL,79.81334825907585,1.9953337064768963,mL
Llama 4 Scout,Meta,1B,flights_tCO2e,1.890274253243968,0.113416455194638,gCO2e
Llama 4 Scout,Meta,50B,flights_tCO2e,94.5137126621984,0.113416455194638,gCO2e
Llama 4 Scout,Meta,100B,flights_tCO2e,189.0274253243968,0.113416455194638,gCO2e
Llama 3.1 405B Latency Optimized,Meta,1B,energy_MWh,6856.324576057361,6.856324576057361,Wh
Llama 3.1 405B Latency Optimized,Meta,50B,energy_MWh,342816.22880286805,6.856324576057361,Wh
Llama 3.1 405B Latency Optimized,Meta,100B,energy_MWh,685632.4576057361,6.856324576057361,Wh
Llama 3.1 405B Latency Optimized,Meta,1B,water_kL,36186.959394054335,36.186959394054334,mL
Llama 3.1 405B Latency Optimized,Meta,50B,water_kL,1809347.9697027167,36.186959394054334,mL
Llama 3.1 405B Latency Optimized,Meta,100B,water_kL,3618695.9394054334,36.186959394054334,mL
Llama 3.1 405B Latency Optimized,Meta,1B,carbon_tCO2e,2056.8973728172086,2.0568973728172084,gCO2e
Llama 3.1 405B Latency Optimized,Meta,50B,carbon_tCO2e,102844.86864086044,2.0568973728172084,gCO2e
Llama 3.1 405B Latency Optimized,Meta,100B,carbon_tCO2e,205689.73728172085,2.0568973728172084,gCO2e
Llama 3.1 405B Latency Optimized,Meta,1B,households_MWh,6261.483631102613,6.856324576057361,Wh
Llama 3.1 405B Latency Optimized,Meta,50B,households_MWh,313074.18155513064,6.856324576057361,Wh
Llama 3.1 405B Latency Optimized,Meta,100B,households_MWh,626148.3631102613,6.856324576057361,Wh
Llama 3.1 405B Latency Optimized,Meta,1B,pools_kL,14.474783757621736,36.186959394054334,mL
Llama 3.1 405B Latency Optimized,Meta,50B,pools_kL,723.7391878810867,36.186959394054334,mL
