Model,Company,scale,metric,value,per_query_value,per_query_unit
GPT-4o mini,OpenAI,50B,energy_MWh,154912.73707330416,3.098254741466083,Wh
GPT-4o mini,OpenAI,100B,energy_MWh,309825.47414660826,3.098254741466083,Wh
GPT-4o mini,OpenAI,1B,water_kL,14307.297788270158,14.30729778827016,mL
GPT-4o mini,OpenAI,50B,water_kL,715364.889413508,14.30729778827016,mL
GPT-4o mini,OpenAI,100B,water_kL,1430729.778827016,14.30729778827016,mL
GPT-4o mini,OpenAI,1B,carbon_tCO2e,1053.4066120984685,1.0534066120984682,gCO2e
GPT-4o mini,OpenAI,50B,carbon_tCO2e,52670.33060492341,1.0534066120984682,gCO2e
GPT-4o mini,OpenAI,100B,carbon_tCO2e,105340.66120984682,1.0534066120984682,gCO2e
GPT-4o mini,OpenAI,1B,households_MWh,2829.4563849005326,3.098254741466083,Wh
GPT-4o mini,OpenAI,50B,households_MWh,141472.81924502662,3.098254741466083,Wh
GPT-4o mini,OpenAI,100B,households_MWh,282945.63849005324,3.098254741466083,Wh
GPT-4o mini,OpenAI,1B,pools_kL,5.722919115308064,14.30729778827016,mL
GPT-4o mini,OpenAI,50B,pools_kL,286.1459557654032,14.30729778827016,mL
GPT-4o mini,OpenAI,100B,pools_kL,572.2919115308064,14.30729778827016,mL
GPT-4o mini,OpenAI,1B,flights_tCO2e,17.556776868307804,1.0534066120984682,gCO2e
GPT-4o mini,OpenAI,50B,flights_tCO2e,877.8388434153901,1.0534066120984682,gCO2e
GPT-4o mini,OpenAI,100B,flights_tCO2e,1755.6776868307802,1.0534066120984682,gCO2e
GPT-4o (Mar),OpenAI,1B,energy_MWh,2874.698430170669,2.874698430170669,Wh
GPT-4o (Mar),OpenAI,50B,energy_MWh,143734.92150853344,2.874698430170669,Wh
GPT-4o (Mar),OpenAI,100B,energy_MWh,287469.8430170669,2.874698430170669,Wh
GPT-4o (Mar),OpenAI,1B,water_kL,13274.946679323835,13.274946679323838,mL
GPT-4o (Mar),OpenAI,50B,water_kL,663747.333966192,13.274946679323838,mL
GPT-4o (Mar),OpenAI,100B,water_kL,1327494.667932384,13.274946679323838,mL
GPT-4o (Mar),OpenAI,1B,carbon_tCO2e,977.3974662580276,0.9773974662580276,gCO2e
GPT-4o (Mar),OpenAI,50B,carbon_tCO2e,48869.87331290138,0.9773974662580276,gCO2e
GPT-4o (Mar),OpenAI,100B,carbon_tCO2e,97739.74662580276,0.9773974662580276,gCO2e
GPT-4o (Mar),OpenAI,1B,households_MWh,2625.295370018876,2.874698430170669,Wh
GPT-4o (Mar),OpenAI,50B,households_MWh,131264.76850094378,2.874698430170669,Wh
GPT-4o (Mar),OpenAI,100B,households_MWh,262529.53700188757,2.874698430170669,Wh
GPT-4o (Mar),OpenAI,1B,pools_kL,5.309978671729535,13.274946679323838,mL
GPT-4o (Mar),OpenAI,50B,pools_kL,265.4989335864768,13.274946679323838,mL
GPT-4o (Mar),OpenAI,100B,pools_kL,530.9978671729535,13.274946679323838,mL
GPT-4o (Mar),OpenAI,1B,flights_tCO2e,16.289957770967124,0.9773974662580276,gCO2e
GPT-4o (Mar),OpenAI,50B,flights_tCO2e,814.4978885483563,0.9773974662580276,gCO2e
GPT-4o (Mar),OpenAI,100B,flights_tCO2e,1628.9957770967126,0.9773974662580276,gCO2e
o3-pro,OpenAI,1B,energy_MWh,49932.31226190828,49.93231226190828,Wh
o3-pro,OpenAI,50B,energy_MWh,2496615.613095414,49.93231226190828,Wh
o3-pro,OpenAI,100B,energy_MWh,4993231.226190828,49.93231226190828,Wh
o3-pro,OpenAI,1B,water_kL,230580.28483802645,230.58028483802644,mL
o3-pro,OpenAI,50B,water_kL,11529014.241901323,230.58028483802644,mL
o3-pro,OpenAI,100B,water_kL,23058028.483802646,230.58028483802644,mL
o3-pro,OpenAI,1B,carbon_tCO2e,16976.986169048818,16.976986169048818,gCO2e
o3-pro,OpenAI,50B,carbon_tCO2e,848849.3084524409,16.976986169048818,gCO2e
o3-pro,OpenAI,100B,carbon_tCO2e,1697698.6169048818,16.976986169048818,gCO2e
o3-pro,OpenAI,1B,households_MWh,45600.28517069249,49.93231226190828,Wh
o3-pro,OpenAI,50B,households_MWh,2280014.2585346247,49.93231226190828,Wh
o3-pro,OpenAI,100B,households_MWh,4560028.517069249,49.93231226190828,Wh
o3-pro,OpenAI,1B,pools_kL,92.23211393521058,230.58028483802644,mL
o3-pro,OpenAI,50B,pools_kL,4611.605696760529,230.58028483802644,mL
o3-pro,OpenAI,100B,pools_kL,9223.211393521058,230.58028483802644,mL
o3-pro,OpenAI,1B,flights_tCO2e,282.94976948414694,16.976986169048818,gCO2e
o3-pro,OpenAI,50B,flights_tCO2e,14147.488474207348,16.976986169048818,gCO2e
o3-pro,OpenAI,100B,flights_tCO2e,28294.976948414696,16.976986169048818,gCO2e
GPT-4o (ChatGPT),OpenAI,1B,energy_MWh,2698.6499077925278,2.6986499077925274,Wh
GPT-4o (ChatGPT),OpenAI,50B,energy_MWh,134932.4953896264,2.6986499077925274,Wh
GPT-4o (ChatGPT),OpenAI,100B,energy_MWh,269864.9907792527,2.6986499077925274,Wh
GPT-4o (ChatGPT),OpenAI,1B,water_kL,12461.97975277049,12.46197975277049,mL
GPT-4o (ChatGPT),OpenAI,50B,water_kL,623098.9876385246,12.46197975277049,mL
GPT-4o (ChatGPT),OpenAI,100B,water_kL,1246197.9752770492,12.46197975277049,mL
GPT-4o (ChatGPT),OpenAI,1B,carbon_tCO2e,917.5409686494592,0.9175409686494592,gCO2e
GPT-4o (ChatGPT),OpenAI,50B,carbon_tCO2e,45877.04843247296,0.9175409686494592,gCO2e
GPT-4o (ChatGPT),OpenAI,100B,carbon_tCO2e,91754.09686494592,0.9175409686494592,gCO2e
GPT-4o (ChatGPT),OpenAI,1B,households_MWh,2464.520463737468,2.6986499077925274,Wh
GPT-4o (ChatGPT),OpenAI,50B,households_MWh,123226.0231868734,2.6986499077925274,Wh
GPT-4o (ChatGPT),OpenAI,100B,households_MWh,246452.04637374682,2.6986499077925274,Wh
GPT-4o (ChatGPT),OpenAI,1B,pools_kL,4.9847919011081965,12.46197975277049,mL
GPT-4o (ChatGPT),OpenAI,50B,pools_kL,249.23959505540984,12.46197975277049,mL
GPT-4o (ChatGPT),OpenAI,100B,pools_kL,498.4791901108197,12.46197975277049,mL
GPT-4o (ChatGPT),OpenAI,1B,flights_tCO2e,15.292349477490989,0.9175409686494592,gCO2e
GPT-4o (ChatGPT),OpenAI,50B,flights_tCO2e,764.6174738745493,0.9175409686494592,gCO2e
GPT-4o (ChatGPT),OpenAI,100B,flights_tCO2e,1529.2349477490986,0.9175409686494592,gCO2e
o3-mini,OpenAI,1B,energy_MWh,3524.732297037093,3.524732297037093,Wh
o3-mini,OpenAI,50B,energy_MWh,176236.61485185465,3.524732297037093,Wh
o3-mini,OpenAI,100B,energy_MWh,352473.2297037093,3.524732297037093,Wh
o3-mini,OpenAI,1B,water_kL,16276.710214532002,16.276710214532002,mL
o3-mini,OpenAI,50B,water_kL,813835.5107266001,16.276710214532002,mL
o3-mini,OpenAI,100B,water_kL,1627671.0214532,16.276710214532002,mL
o3-mini,OpenAI,1B,carbon_tCO2e,1198.4089809926115,1.1984089809926115,gCO2e
o3-mini,OpenAI,50B,carbon_tCO2e,59920.44904963057,1.1984089809926115,gCO2e
o3-mini,OpenAI,100B,carbon_tCO2e,119840.89809926116,1.1984089809926115,gCO2e
o3-mini,OpenAI,1B,households_MWh,3218.933604600085,3.524732297037093,Wh
o3-mini,OpenAI,50B,households_MWh,160946.68023000425,3.524732297037093,Wh
o3-mini,OpenAI,100B,households_MWh,321893.3604600085,3.524732297037093,Wh
o3-mini,OpenAI,1B,pools_kL,6.510684085812801,16.276710214532002,mL
o3-mini,OpenAI,50B,pools_kL,325.53420429064005,16.276710214532002,mL
o3-mini,OpenAI,100B,pools_kL,651.0684085812801,16.276710214532002,mL
o3-mini,OpenAI,1B,flights_tCO2e,19.97348301654353,1.1984089809926115,gCO2e
o3-mini,OpenAI,50B,flights_tCO2e,998.6741508271764,1.1984089809926115,gCO2e
o3-mini,OpenAI,100B,flights_tCO2e,1997.3483016543528,1.1984089809926115,gCO2e
o3-mini (high),OpenAI,1B,energy_MWh,5389.38602184467,5.38938602184467,Wh
o3-mini (high),OpenAI,50B,energy_MWh,269469.30109223345,5.38938602184467,Wh
o3-mini (high),OpenAI,100B,energy_MWh,538938.602184467,5.38938602184467,Wh
o3-mini (high),OpenAI,1B,water_kL,24887.41473658985,24.887414736589847,mL
o3-mini (high),OpenAI,50B,water_kL,1244370.7368294925,24.887414736589847,mL
o3-mini (high),OpenAI,100B,water_kL,2488741.4736589845,24.887414736589847,mL
o3-mini (high),OpenAI,1B,carbon_tCO2e,1832.391247427188,1.832391247427188,gCO2e
o3-mini (high),OpenAI,50B,carbon_tCO2e,91619.5623713594,1.832391247427188,gCO2e
o3-mini (high),OpenAI,100B,carbon_tCO2e,183239.1247427188,1.832391247427188,gCO2e
o3-mini (high),OpenAI,1B,households_MWh,4921.813718579608,5.38938602184467,Wh
o3-mini (high),OpenAI,50B,households_MWh,246090.68592898035,5.38938602184467,Wh
o3-mini (high),OpenAI,100B,households_MWh,492181.37185796077,5.38938602184467,Wh
o3-mini (high),OpenAI,1B,pools_kL,9.954965894635938,24.887414736589847,mL
o3-mini (high),OpenAI,50B,pools_kL,497.7482947317969,24.887414736589847,mL
o3-mini (high),OpenAI,100B,pools_kL,995.496589463594,24.887414736589847,mL
o3-mini (high),OpenAI,1B,flights_tCO2e,30.539854123786466,1.832391247427188,gCO2e
o3-mini (high),OpenAI,50B,flights_tCO2e,1526.9927061893234,1.832391247427188,gCO2e
o3-mini (high),OpenAI,100B,flights_tCO2e,3053.9854123786467,1.832391247427188,gCO2e
Llama 3.2 3B,Meta,1B,energy_MWh,706.7753984251616,0.7067753984251616,Wh
Llama 3.2 3B,Meta,50B,energy_MWh,35338.76992125808,0.7067753984251616,Wh
Llama 3.2 3B,Meta,100B,energy_MWh,70677.53984251615,0.7067753984251616,Wh
Llama 3.2 3B,Meta,1B,water_kL,3730.2861554776414,3.7302861554776414,mL
Llama 3.2 3B,Meta,50B,water_kL,186514.3077738821,3.7302861554776414,mL
Llama 3.2 3B,Meta,100B,water_kL,373028.6155477642,3.7302861554776414,mL
Llama 3.2 3B,Meta,1B,carbon_tCO2e,212.0326195275485,0.2120326195275484,gCO2e
Llama 3.2 3B,Meta,50B,carbon_tCO2e,10601.630976377424,0.2120326195275484,gCO2e
Llama 3.2 3B,Meta,100B,carbon_tCO2e,21203.26195275485,0.2120326195275484,gCO2e
Llama 3.2 3B,Meta,1B,households_MWh,645.4569848631613,0.7067753984251616,Wh
Llama 3.2 3B,Meta,50B,households_MWh,32272.849243158063,0.7067753984251616,Wh
Llama 3.2 3B,Meta,100B,households_MWh,64545.698486316134,0.7067753984251616,Wh
Llama 3.2 3B,Meta,1B,pools_kL,1.492114462191057,3.7302861554776414,mL
Llama 3.2 3B,Meta,50B,pools_kL,74.60572310955284,3.7302861554776414,mL
Llama 3.2 3B,Meta,100B,pools_kL,149.21144621910568,3.7302861554776414,mL
Llama 3.2 3B,Meta,1B,flights_tCO2e,3.5338769921258075,0.2120326195275484,gCO2e
Llama 3.2 3B,Meta,50B,flights_tCO2e,176.6938496062904,0.2120326195275484,gCO2e
Llama 3.2 3B,Meta,100B,flights_tCO2e,353.3876992125808,0.2120326195275484,gCO2e
Claude 3.5 Sonnet (Oct),Anthropic,1B,energy_MWh,7771.587015310507,7.771587015310507,Wh
Claude 3.5 Sonnet (Oct),Anthropic,50B,energy_MWh,388579.35076552536,7.771587015310507,Wh
Claude 3.5 Sonnet (Oct),Anthropic,100B,energy_MWh,777158.7015310506,7.771587015310507,Wh
Claude 3.5 Sonnet (Oct),Anthropic,1B,water_kL,41017.61820501777,41.01761820501777,mL
Claude 3.5 Sonnet (Oct),Anthropic,50B,water_kL,2050880.9102508884,41.01761820501777,mL
Claude 3.5 Sonnet (Oct),Anthropic,100B,water_kL,4101761.820501777,41.01761820501777,mL
Claude 3.5 Sonnet (Oct),Anthropic,1B,carbon_tCO2e,2331.476104593152,2.331476104593152,gCO2e
Claude 3.5 Sonnet (Oct),Anthropic,50B,carbon_tCO2e,116573.8052296576,2.331476104593152,gCO2e
Claude 3.5 Sonnet (Oct),Anthropic,100B,carbon_tCO2e,233147.6104593152,2.331476104593152,gCO2e
Claude 3.5 Sonnet (Oct),Anthropic,1B,households_MWh,7097.339740009596,7.771587015310507,Wh
Claude 3.5 Sonnet (Oct),Anthropic,50B,households_MWh,354866.98700047977,7.771587015310507,Wh
Claude 3.5 Sonnet (Oct),Anthropic,100B,households_MWh,709733.9740009597,7.771587015310507,Wh
Claude 3.5 Sonnet (Oct),Anthropic,1B,pools_kL,16.407047282007106,41.01761820501777,mL
Claude 3.5 Sonnet (Oct),Anthropic,50B,pools_kL,820.3523641003554,41.01761820501777,mL
Claude 3.5 Sonnet (Oct),Anthropic,100B,pools_kL,1640.7047282007109,41.01761820501777,mL
Claude 3.5 Sonnet (Oct),Anthropic,1B,flights_tCO2e,38.85793507655253,2.331476104593152,gCO2e
Claude 3.5 Sonnet (Oct),Anthropic,50B,flights_tCO2e,1942.8967538276263,2.331476104593152,gCO2e
Claude 3.5 Sonnet (Oct),Anthropic,100B,flights_tCO2e,3885.793507655253,2.331476104593152,gCO2e
Claude 3 Opus,Anthropic,1B,energy_MWh,14271.282472099576,14.271282472099577,Wh
Claude 3 Opus,Anthropic,50B,energy_MWh,713564.1236049788,14.271282472099577,Wh
Claude 3 Opus,Anthropic,100B,energy_MWh,1427128.2472099578,14.271282472099577,Wh
Claude 3 Opus,Anthropic,1B,water_kL,75322.32664748136,75.32232664748136,mL
Claude 3 Opus,Anthropic,50B,water_kL,3766116.332374068,75.32232664748136,mL
Claude 3 Opus,Anthropic,100B,water_kL,7532232.664748136,75.32232664748136,mL
Claude 3 Opus,Anthropic,1B,carbon_tCO2e,4281.384741629872,4.281384741629872,gCO2e
Claude 3 Opus,Anthropic,50B,carbon_tCO2e,214069.2370814936,4.281384741629872,gCO2e
Claude 3 Opus,Anthropic,100B,carbon_tCO2e,428138.4741629872,4.281384741629872,gCO2e
Claude 3 Opus,Anthropic,1B,households_MWh,13033.134677716507,14.271282472099577,Wh
Claude 3 Opus,Anthropic,50B,households_MWh,651656.7338858254,14.271282472099577,Wh
Claude 3 Opus,Anthropic,100B,households_MWh,1303313.4677716508,14.271282472099577,Wh
Claude 3 Opus,Anthropic,1B,pools_kL,30.128930658992545,75.32232664748136,mL
Claude 3 Opus,Anthropic,50B,pools_kL,1506.4465329496272,75.32232664748136,mL
Claude 3 Opus,Anthropic,100B,pools_kL,3012.8930658992545,75.32232664748136,mL
Claude 3 Opus,Anthropic,1B,flights_tCO2e,71.35641236049787,4.281384741629872,gCO2e
Claude 3 Opus,Anthropic,50B,flights_tCO2e,3567.820618024893,4.281384741629872,gCO2e
Claude 3 Opus,Anthropic,100B,flights_tCO2e,7135.641236049787,4.281384741629872,gCO2e
Claude 3.5 Haiku,Anthropic,1B,energy_MWh,8010.319609469473,8.010319609469473,Wh
Claude 3.5 Haiku,Anthropic,50B,energy_MWh,400515.9804734736,8.010319609469473,Wh
Claude 3.5 Haiku,Anthropic,100B,energy_MWh,801031.9609469472,8.010319609469473,Wh
Claude 3.5 Haiku,Anthropic,1B,water_kL,42277.623707242055,42.27762370724206,mL
Claude 3.5 Haiku,Anthropic,50B,water_kL,2113881.185362103,42.27762370724206,mL
Claude 3.5 Haiku,Anthropic,100B,water_kL,4227762.370724206,42.27762370724206,mL
Claude 3.5 Haiku,Anthropic,1B,carbon_tCO2e,2403.095882840842,2.403095882840842,gCO2e
Claude 3.5 Haiku,Anthropic,50B,carbon_tCO2e,120154.79414204213,2.403095882840842,gCO2e
Claude 3.5 Haiku,Anthropic,100B,carbon_tCO2e,240309.58828408425,2.403095882840842,gCO2e
Claude 3.5 Haiku,Anthropic,1B,households_MWh,7315.360373944724,8.010319609469473,Wh
Claude 3.5 Haiku,Anthropic,50B,households_MWh,365768.0186972362,8.010319609469473,Wh
Claude 3.5 Haiku,Anthropic,100B,households_MWh,731536.0373944724,8.010319609469473,Wh
Claude 3.5 Haiku,Anthropic,1B,pools_kL,16.91104948289682,42.27762370724206,mL
Claude 3.5 Haiku,Anthropic,50B,pools_kL,845.5524741448412,42.27762370724206,mL
Claude 3.5 Haiku,Anthropic,100B,pools_kL,1691.1049482896824,42.27762370724206,mL
Claude 3.5 Haiku,Anthropic,1B,flights_tCO2e,40.05159804734737,2.403095882840842,gCO2e
Claude 3.5 Haiku,Anthropic,50B,flights_tCO2e,2002.5799023673685,2.403095882840842,gCO2e
Claude 3.5 Haiku,Anthropic,100B,flights_tCO2e,4005.159804734737,2.403095882840842,gCO2e
Claude 3 Haiku,Anthropic,1B,energy_MWh,2917.222664481153,2.9172226644811534,Wh
Claude 3 Haiku,Anthropic,50B,energy_MWh,145861.13322405767,2.9172226644811534,Wh
Claude 3 Haiku,Anthropic,100B,energy_MWh,291722.26644811535,2.9172226644811534,Wh
Claude 3 Haiku,Anthropic,1B,water_kL,15396.794147061582,15.396794147061582,mL
Claude 3 Haiku,Anthropic,50B,water_kL,769839.7073530791,15.396794147061582,mL
Claude 3 Haiku,Anthropic,100B,water_kL,1539679.4147061582,15.396794147061582,mL
Claude 3 Haiku,Anthropic,1B,carbon_tCO2e,875.166799344346,0.875166799344346,gCO2e
Claude 3 Haiku,Anthropic,50B,carbon_tCO2e,43758.3399672173,0.875166799344346,gCO2e
Claude 3 Haiku,Anthropic,100B,carbon_tCO2e,87516.6799344346,0.875166799344346,gCO2e
Claude 3 Haiku,Anthropic,1B,households_MWh,2664.1302871974003,2.9172226644811534,Wh
Claude 3 Haiku,Anthropic,50B,households_MWh,133206.51435987002,2.9172226644811534,Wh
Claude 3 Haiku,Anthropic,100B,households_MWh,266413.02871974005,2.9172226644811534,Wh
Claude 3 Haiku,Anthropic,1B,pools_kL,6.158717658824633,15.396794147061582,mL
Claude 3 Haiku,Anthropic,50B,pools_kL,307.9358829412316,15.396794147061582,mL
Claude 3 Haiku,Anthropic,100B,pools_kL,615.8717658824633,15.396794147061582,mL
Claude 3 Haiku,Anthropic,1B,flights_tCO2e,14.586113322405769,0.875166799344346,gCO2e
Claude 3 Haiku,Anthropic,50B,flights_tCO2e,729.3056661202884,0.875166799344346,gCO2e
Claude 3 Haiku,Anthropic,100B,flights_tCO2e,1458.6113322405768,0.875166799344346,gCO2e
Mistral Large 2 (AWS),Mistral AI,1B,energy_MWh,12041.29866815502,12.04129866815502,Wh
Mistral Large 2 (AWS),Mistral AI,50B,energy_MWh,602064.9334077509,12.04129866815502,Wh
Mistral Large 2 (AWS),Mistral AI,100B,energy_MWh,1204129.866815502,12.04129866815502,Wh
Mistral Large 2 (AWS),Mistral AI,1B,water_kL,63552.706865399225,63.55270686539922,mL
Mistral Large 2 (AWS),Mistral AI,50B,water_kL,3177635.343269961,63.55270686539922,mL
Mistral Large 2 (AWS),Mistral AI,100B,water_kL,6355270.686539922,63.55270686539922,mL
Mistral Large 2 (AWS),Mistral AI,1B,carbon_tCO2e,3612.389600446505,3.612389600446505,gCO2e
Mistral Large 2 (AWS),Mistral AI,50B,carbon_tCO2e,180619.48002232527,3.612389600446505,gCO2e
Mistral Large 2 (AWS),Mistral AI,100B,carbon_tCO2e,361238.96004465054,3.612389600446505,gCO2e
Mistral Large 2 (AWS),Mistral AI,1B,households_MWh,10996.619788269423,12.04129866815502,Wh
Mistral Large 2 (AWS),Mistral AI,50B,households_MWh,549830.9894134712,12.04129866815502,Wh
Mistral Large 2 (AWS),Mistral AI,100B,households_MWh,1099661.9788269424,12.04129866815502,Wh
Mistral Large 2 (AWS),Mistral AI,1B,pools_kL,25.42108274615969,63.55270686539922,mL
Mistral Large 2 (AWS),Mistral AI,50B,pools_kL,1271.0541373079843,63.55270686539922,mL
Mistral Large 2 (AWS),Mistral AI,100B,pools_kL,2542.1082746159686,63.55270686539922,mL
Mistral Large 2 (AWS),Mistral AI,1B,flights_tCO2e,60.20649334077508,3.612389600446505,gCO2e
Mistral Large 2 (AWS),Mistral AI,50B,flights_tCO2e,3010.3246670387543,3.612389600446505,gCO2e
Mistral Large 2 (AWS),Mistral AI,100B,flights_tCO2e,6020.649334077509,3.612389600446505,gCO2e
Mistral Small (Feb),Mistral AI,1B,energy_MWh,1364.595177650683,1.3645951776506828,Wh
Mistral Small (Feb),Mistral AI,50B,energy_MWh,68229.75888253414,1.3645951776506828,Wh
Mistral Small (Feb),Mistral AI,100B,energy_MWh,136459.51776506827,1.3645951776506828,Wh
Mistral Small (Feb),Mistral AI,1B,water_kL,6301.505588222617,6.301505588222617,mL
Mistral Small (Feb),Mistral AI,50B,water_kL,315075.2794111309,6.301505588222617,mL
Mistral Small (Feb),Mistral AI,100B,water_kL,630150.5588222618,6.301505588222617,mL
Mistral Small (Feb),Mistral AI,1B,carbon_tCO2e,463.9623604012321,0.4639623604012321,gCO2e
Mistral Small (Feb),Mistral AI,50B,carbon_tCO2e,23198.118020061607,0.4639623604012321,gCO2e
Mistral Small (Feb),Mistral AI,100B,carbon_tCO2e,46396.236040123214,0.4639623604012321,gCO2e
Mistral Small (Feb),Mistral AI,1B,households_MWh,1246.2056416901214,1.3645951776506828,Wh
Mistral Small (Feb),Mistral AI,50B,households_MWh,62310.28208450606,1.3645951776506828,Wh
Mistral Small (Feb),Mistral AI,100B,households_MWh,124620.56416901214,1.3645951776506828,Wh
Mistral Small (Feb),Mistral AI,1B,pools_kL,2.5206022352890467,6.301505588222617,mL
Mistral Small (Feb),Mistral AI,50B,pools_kL,126.03011176445236,6.301505588222617,mL
Mistral Small (Feb),Mistral AI,100B,pools_kL,252.06022352890471,6.301505588222617,mL
Mistral Small (Feb),Mistral AI,1B,flights_tCO2e,7.732706006687201,0.4639623604012321,gCO2e
Mistral Small (Feb),Mistral AI,50B,flights_tCO2e,386.6353003343601,0.4639623604012321,gCO2e
Mistral Small (Feb),Mistral AI,100B,flights_tCO2e,773.2706006687202,0.4639623604012321,gCO2e
Mistral NeMo,Mistral AI,1B,energy_MWh,965.1610465769832,0.9651610465769832,Wh
Mistral NeMo,Mistral AI,50B,energy_MWh,48258.05232884917,0.9651610465769832,Wh
Mistral NeMo,Mistral AI,100B,energy_MWh,96516.10465769832,0.9651610465769832,Wh
Mistral NeMo,Mistral AI,1B,water_kL,4456.975832942998,4.456975832942998,mL
Mistral NeMo,Mistral AI,50B,water_kL,222848.79164714992,4.456975832942998,mL
Mistral NeMo,Mistral AI,100B,water_kL,445697.58329429984,4.456975832942998,mL
Mistral NeMo,Mistral AI,1B,carbon_tCO2e,328.1547558361744,0.3281547558361743,gCO2e
Mistral NeMo,Mistral AI,50B,carbon_tCO2e,16407.73779180872,0.3281547558361743,gCO2e
Mistral NeMo,Mistral AI,100B,carbon_tCO2e,32815.47558361744,0.3281547558361743,gCO2e
Mistral NeMo,Mistral AI,1B,households_MWh,881.4256133123135,0.9651610465769832,Wh
Mistral NeMo,Mistral AI,50B,households_MWh,44071.28066561568,0.9651610465769832,Wh
Mistral NeMo,Mistral AI,100B,households_MWh,88142.56133123135,0.9651610465769832,Wh
Mistral NeMo,Mistral AI,1B,pools_kL,1.782790333177199,4.456975832942998,mL
Mistral NeMo,Mistral AI,50B,pools_kL,89.13951665885996,4.456975832942998,mL
Mistral NeMo,Mistral AI,100B,pools_kL,178.27903331771992,4.456975832942998,mL
Mistral NeMo,Mistral AI,1B,flights_tCO2e,5.469245930602906,0.3281547558361743,gCO2e
Mistral NeMo,Mistral AI,50B,flights_tCO2e,273.4622965301453,0.3281547558361743,gCO2e
Mistral NeMo,Mistral AI,100B,flights_tCO2e,546.9245930602906,0.3281547558361743,gCO2e
